sn,ts,gx,gy,gz,ax,ay,az,mx,my,mz,dt,mbx,mby,mbz
499,301751483601361,-15.0408182144,4.3197441101,-6.7190756798,7.4054918289,-18.0887470245,-14.5907106400,-34.4399986267,-27.4800033569,-21.8999938965,0.0199951325,22.7999992371,-109.7999954224,441.5399780273
500,301751503596494,-14.1691141129,2.9019255638,-6.0966043472,3.9074563980,-12.2467155457,-10.7622652054,-29.4599990845,-23.8199996948,-32.4599914551,0.0199951325,22.8599987030,-109.7399978638,441.4799804688
501,301751523591627,-12.9486055374,3.3356399536,-6.1051564217,3.6273262501,-6.1317377090,-8.1908140182,-25.2599983215,-16.3199996948,-41.4599914551,0.0199951325,23.0399990082,-109.7399978638,441.2399902344
502,301751543586760,-12.2784862518,1.3613237143,-6.5688033104,11.6433582306,-4.5323619843,-3.2969164848,-22.0799999237,-7.8600006104,-45.7799987793,0.0199951325,23.0399990082,-109.7399978638,441.2399902344
503,301751563581893,-12.0940046310,0.7700060606,-7.5797853470,15.5244779587,-10.6233968735,-0.1149251908,-20.2199993134,0.4800033569,-46.5599975586,0.0199951325,23.0399990082,-109.7399978638,441.2399902344
504,301751583577026,-11.5094060898,1.0467280149,-8.0092239380,9.5770988464,-10.4342498779,2.6935591698,-19.9199981689,8.0400009155,-45.8999938965,0.0199951325,23.0399990082,-109.7399978638,441.2399902344
505,301751603572126,-10.9009838104,0.1640277058,-7.4844903946,4.9513602257,-5.3224730492,4.9058690071,-20.8799991608,14.8799972534,-43.4400024414,0.0199951008,23.0399990082,-109.7399978638,441.2399902344
506,301751623567226,-9.9596414566,-0.4498918951,-7.0880389214,6.0048413277,-1.2402343750,6.4645419121,-22.9799995422,21.1800003052,-39.8999938965,0.0199951008,23.0399990082,-109.7399978638,441.1799926758
507,301751643562326,-8.4489717484,-1.4480456114,-7.8045835495,10.1756677628,-1.3503710032,9.1557064056,-27.3599987030,25.5599975586,-34.2000122070,0.0199951008,23.0399990082,-109.7399978638,441.1799926758
508,301751663557459,-7.3561334610,-3.8933393955,-8.9731693268,12.4310750961,-1.0271438360,10.3241128922,-32.9399986267,26.5199966431,-27.7799987793,0.0199951325,23.0399990082,-109.7399978638,441.1799926758
509,301751683552592,-7.0476465225,-5.9879961014,-9.1142797470,10.1134166718,-6.5076389313,8.4877042770,-38.6999969482,24.3600006104,-20.9400024414,0.0199951325,23.0399990082,-109.7399978638,441.1799926758
510,301751703547725,-5.0177416801,-5.0539827347,-9.4258203506,11.6816663742,-5.8156933784,10.6545228958,-45.0599975586,19.3799972534,-11.7600097656,0.0199951325,23.1000003815,-109.6199951172,441.0599975586
511,301751723542858,-1.9426455498,-4.0020732880,-9.7630176544,18.7615375519,-1.3024854660,18.0456485748,-49.5599975586,12.1200027466,-4.6200256348,0.0199951325,23.0399990082,-109.3799972534,440.9400024414
512,301751743537924,-0.1210453957,-3.1309795380,-10.2804212570,19.9323387146,-5.9114646912,16.2020568848,-49.5599975586,12.1200027466,-4.6200256348,0.0199950654,23.0399990082,-109.3799972534,440.9400024414
513,301751763533024,2.6107439995,-1.7259893417,-13.3738431931,19.9323387146,-5.9114646912,16.2020568848,-50.0400009155,-7.4400024414,3.7200012207,0.0199951008,23.0399990082,-109.0199966431,440.8199768066
514,301751783528124,4.2069349289,-1.5195169449,-14.8295345306,9.1557064056,-3.7446458340,10.4198837280,-50.0400009155,-7.4400024414,3.7200012207,0.0199951008,23.0399990082,-109.0199966431,440.8199768066
515,301751803523224,4.7365550995,-1.8218952417,-14.3530597687,9.1557064056,-3.7446458340,10.4198837280,-38.5799980164,-31.5000000000,9.3600158691,0.0199951008,23.2199993134,-108.7799987793,440.7599792480
516,301751823518357,4.7689309120,-1.6245857477,-13.7177600861,4.4222254753,-1.1085492373,8.0256090164,-28.1399993896,-40.3199920654,13.8600158691,0.0199951325,23.2799987793,-108.7799987793,440.6999816895
517,301751843513457,5.1818757057,-0.9734033346,-13.2113523483,1.8555629253,-1.5969812870,9.4190769196,-28.1399993896,-40.3199920654,13.8600158691,0.0199951008,23.2799987793,-108.7799987793,440.6999816895
518,301751863508590,5.8593254089,-0.8506194353,-13.2321214676,1.8555629253,-1.5969812870,9.4190769196,-10.4999990463,-44.6999969482,20.4600219727,0.0199951325,23.2799987793,-108.7799987793,440.6999816895
519,301751883503723,6.3877239227,-1.2055321932,-13.6743879318,0.4812492430,-4.5108137131,8.1884202957,7.6200008392,-42.2999877930,27.1799926758,0.0199951325,23.2799987793,-108.7200012207,440.6999816895
520,301751903498856,6.8648095131,-0.7217268944,-13.1337728500,-5.6887969971,-5.3176841736,4.7047500610,18.8999996185,-35.0999908447,31.6199951172,0.0199951325,23.2199993134,-108.7200012207,440.6999816895
521,301751923493956,5.8135104179,1.8469614983,-9.6646690369,-8.8444509506,-4.4820823669,1.3192454576,26.8199977875,-25.6800003052,34.4400024414,0.0199951008,23.2199993134,-108.6599960327,440.7599792480
522,301751943489056,4.1519565582,3.4052786827,-8.4948616028,-8.4326362610,-4.2522320747,-2.1572415829,29.8799991608,-16.0200042725,36.9000244141,0.0199951008,23.2199993134,-108.6599960327,440.7599792480
523,301751963484156,3.5252094269,4.2049012184,-7.7697644234,-5.0184001923,-7.6233711243,-4.7047500610,29.6999988556,-6.7799987793,39.7799987793,0.0199951008,23.2199993134,-108.6599960327,440.7599792480
524,301751983479256,3.5178787708,4.4816236496,-8.1350622177,-1.9704881907,-7.1708531380,-4.1995577812,27.2999973297,1.1399993896,43.0200195313,0.0199951008,23.1000003815,-108.5999984741,440.7599792480
525,301752003474389,3.7897140980,3.5555515289,-9.2535572052,0.4261809289,-9.2897863388,-4.7191157341,23.1000003815,8.7600021362,45.1199951172,0.0199951325,23.1000003815,-108.5999984741,440.7599792480
526,301752023469522,4.4152398109,3.4651434422,-9.1704788208,-1.3814965487,-14.7391557693,-2.6815876961,23.1000003815,8.7600021362,45.1199951172,0.0199951325,23.1000003815,-108.5999984741,440.7599792480
527,301752043464655,4.4696068764,4.5127773285,-8.4294986725,-1.3814965487,-14.7391557693,-2.6815876961,10.3799991608,23.9400024414,44.2200012207,0.0199951325,23.1000003815,-108.5999984741,440.7599792480
528,301752063459755,3.7567272186,5.2494812012,-8.3623037338,2.8348214626,-13.6234235764,-6.1628632545,10.3799991608,23.9400024414,44.2200012207,0.0199951008,23.1000003815,-108.5999984741,440.7599792480
529,301752083454855,3.1928987503,5.7369518280,-8.1430034637,2.8348214626,-13.6234235764,-6.1628632545,-8.3399991989,31.6800003052,40.6199951172,0.0199951008,23.0399990082,-108.5400009155,440.7599792480
530,301752103449955,2.1635909081,5.6233305931,-7.4350099564,1.0175668001,-12.9075355530,-6.8643860817,-18.5999984741,31.6800003052,37.4400024414,0.0199951008,23.0399990082,-108.5400009155,440.7599792480
531,301752123445055,0.5203631520,4.9868092537,-7.2364788055,1.7334549427,-9.5770988464,-12.1270017624,-18.5999984741,31.6800003052,37.4400024414,0.0199951008,23.0399990082,-108.5400009155,440.7599792480
532,301752143440155,-2.4753198624,4.6722135544,-7.2212071419,1.7334549427,-9.5770988464,-12.1270017624,-35.2799987793,23.5799942017,29.0400085449,0.0199951008,23.1000003815,-108.4799957275,440.7599792480
533,301752163435288,-6.2070960999,5.3527173996,-6.8601856232,-0.2011190802,-8.4757328033,-15.9410820007,-41.4599990845,16.0800018311,25.5599975586,0.0199951325,23.1599998474,-108.4199981689,440.6999816895
534,301752183430421,-10.0072889328,7.0216012001,-6.5113821030,5.2721929550,-15.5939121246,-20.8828639984,-41.4599990845,16.0800018311,25.5599975586,0.0199951325,23.1599998474,-108.4199981689,440.6999816895
535,301752203458887,-12.0567417145,8.4620208740,-6.4722862244,5.2721929550,-15.5939121246,-20.8828639984,-49.5000000000,1.0800018311,16.5599975586,0.0200284664,23.1000003815,-108.4799957275,440.6399841309
536,301752223487353,-11.9987096786,8.9097852707,-6.8931722641,6.7949519157,-19.3505287170,-18.7375946045,-50.1599998474,-7.2600021362,7.6199951172,0.0200284664,23.1000003815,-108.4799957275,440.6399841309
537,301752243515819,-10.9510746002,9.1217546463,-7.2554154396,7.5323886871,-18.7663249969,-18.4407043457,-47.5800018311,-14.1599960327,-4.1999816895,0.0200284664,22.9799995422,-108.4199981689,440.7599792480
538,301752263544252,-10.0170621872,8.2683763504,-6.9591460228,7.8867411613,-15.7710886002,-15.8931961060,-42.7200012207,-18.9599990845,-16.9199829102,0.0200284328,22.9799995422,-108.4199981689,440.7599792480
539,301752283572685,-9.2669200897,7.2781643867,-6.3281221390,6.2203259468,-14.0855188370,-12.6297998428,-37.4399986267,-19.7400054932,-26.5799865723,0.0200284328,22.9799995422,-108.4199981689,440.7599792480
540,301752303601118,-8.8020515442,6.1743311882,-5.4515304565,3.3232533932,-11.1405611038,-10.1828508377,-31.7999992371,-17.2799987793,-34.2599792480,0.0200284328,22.8599987030,-108.4199981689,440.8199768066
541,301752323629551,-8.4001026154,4.9422159195,-5.5437712669,4.6568646431,-6.4860906601,-5.9904756546,-25.5599994659,-13.9199981689,-41.2200012207,0.0200284328,22.9200000763,-108.3600006104,440.8800048828
542,301752343658017,-7.6175837517,4.1914625168,-6.3036875725,7.5323886871,-6.6034097672,-1.4868446589,-19.4399986267,-9.5999984741,-45.5399780273,0.0200284664,23.0399990082,-108.3600006104,440.8199768066
543,301752363686450,-6.5204701424,3.5744884014,-6.2707009315,5.4781007767,-5.7749910355,2.2362527847,-14.9999990463,-4.5599975586,-48.0000000000,0.0200284328,23.0399990082,-108.3600006104,440.8199768066
544,301752383714916,-5.8295812607,3.1242806911,-5.2884292603,1.6185297966,-2.5762395859,1.4748733044,-14.9999990463,-4.5599975586,-48.0000000000,0.0200284664,23.0399990082,-108.3600006104,440.8199768066
545,301752403743382,-5.7006888390,3.7882909775,-3.8852720261,2.8324270248,-3.1053743362,1.4150164127,-12.2399988174,0.5400009155,-48.8999938965,0.0200284664,23.0399990082,-108.3600006104,440.8199768066
546,301752423771815,-5.9346499443,4.7595667839,-3.0819842815,2.8324270248,-3.1053743362,1.4150164127,-6.0000000000,9.9599990845,-48.4199829102,0.0200284328,23.0399990082,-108.3600006104,440.8199768066
547,301752443800281,-5.5363659859,3.9257359505,-3.2982306480,4.8268580437,-5.0112171173,7.1133904457,-2.5199985504,15.7200012207,-47.5199890137,0.0200284664,23.0399990082,-108.3600006104,440.8199768066
548,301752463828714,-4.2950878143,2.9404101372,-4.0673098564,5.0112171173,-5.4038782120,12.1629161835,0.2399997711,21.5999984741,-45.6599731445,0.0200284328,23.0399990082,-108.4199981689,440.8199768066
549,301752483857147,-2.7728114128,2.1224615574,-3.9304761887,2.7031362057,-7.2833838463,15.4191293716,1.4400005341,25.6200027466,-43.4399719238,0.0200284328,23.0399990082,-108.4199981689,440.8199768066
550,301752503885580,-2.0471034050,2.8744368553,-2.7319586277,0.4764606953,-2.9617178440,13.8173599243,1.5600013733,27.9599990845,-41.9399719238,0.0200284328,23.0399990082,-108.4199981689,440.8199768066
551,301752523914013,-2.7954132557,3.1529912949,-2.2970223427,0.9241901040,-0.6943396926,10.0296173096,2.1000003815,29.8799972534,-40.6199951172,0.0200284328,23.0399990082,-108.4199981689,440.8199768066
552,301752543942446,-3.0831308365,2.2275302410,-2.5199880600,0.7350423932,-1.1181263924,9.9362401962,3.0599994659,31.5599975586,-38.5799865723,0.0200284328,23.0399990082,-108.4199981689,440.8199768066
553,301752563970912,-2.2828974724,1.6502628326,-2.4924993515,0.1747820675,-2.1452703476,13.3792076111,3.1800003052,34.2600021362,-35.6399841309,0.0200284664,23.0399990082,-108.4199981689,440.8199768066
554,301752583999378,-1.4582294226,1.5421396494,-2.2768638134,0.7733507752,-2.0399222374,14.6338071823,1.8600006104,36.7200012207,-33.4199829102,0.0200284664,23.0399990082,-108.4199981689,440.8199768066
555,301752604027811,-0.9793110490,1.2996262312,-1.5212237835,-1.4940274954,-1.9489396811,13.4893445969,0.6000003815,38.1599960327,-32.3399963379,0.0200284328,23.0399990082,-108.4199981689,440.8199768066
556,301752624056244,-0.4075411856,0.6649372578,-0.9683906436,-3.4118416309,-2.1835787296,13.0392208099,0.1800003052,39.0000000000,-31.5599975586,0.0200284328,23.0399990082,-108.4199981689,440.8199768066
557,301752644084677,0.3804749846,0.0351351425,-0.6006497145,-2.9904491901,-1.4102278948,13.6473665237,-0.1199989319,39.2399978638,-30.6599731445,0.0200284328,23.0399990082,-108.4199981689,440.8199768066
558,301752664113143,0.6559752226,0.0131439865,-0.3196517527,-0.9385557175,-0.3782954216,9.9314517975,-0.1199989319,39.2399978638,-30.6599731445,0.0200284664,23.0399990082,-108.4199981689,440.8199768066
559,301752684141576,0.3316057622,0.0198635086,0.0053285770,-0.9385557175,-0.1891477108,8.8803653717,-0.1800003052,38.8199996948,-30.8399963379,0.0200284328,23.0399990082,-108.4199981689,440.8199768066
560,301752704170009,-0.0416329056,0.0326916724,0.1421623826,-0.9385557175,-0.1891477108,8.8803653717,-0.4200000763,38.9400024414,-31.3799743652,0.0200284328,23.0399990082,-108.4199981689,440.8199768066
561,301752724198475,0.0310600530,0.0559045561,-0.0209386274,0.7661679387,0.0287312977,10.1828508377,-0.0599994659,38.6399993896,-31.8599853516,0.0200284664,23.0399990082,-108.4199981689,440.8199768066
562,301752744226941,0.3975791931,-0.3802532554,-0.1278400570,0.3447755575,0.0287312977,10.9969043732,-0.3599987030,38.2200012207,-32.0399780273,0.0200284664,23.0399990082,-108.4199981689,440.8199768066
563,301752764255374,0.5753409863,-0.5867257118,-0.0417080447,-0.3854782581,0.3256213665,10.3767871857,-0.6000003815,37.8600006104,-32.1000061035,0.0200284328,22.9200000763,-108.5400009155,440.8800048828
564,301752784283807,0.2613562346,0.0100896582,0.1152843237,0.0814053416,0.3232271075,8.6960058212,-0.6599998474,37.6200027466,-31.9800109863,0.0200284328,22.9200000763,-108.5400009155,440.8800048828
565,301752804278907,-0.0239178184,0.3191874623,0.2038597763,-0.4022381604,0.0861938894,8.8612108231,-0.6599998474,37.6200027466,-31.9800109863,0.0199951008,22.9200000763,-108.5400009155,440.8800048828
566,301752824274007,-0.0434655026,0.1579190493,0.2912135124,-0.4022381604,0.0861938894,8.8612108231,-0.2399997711,37.3800048828,-32.6400146484,0.0199951008,22.9200000763,-108.5400009155,440.8800048828
567,301752844269107,-0.0984433740,0.0442981161,0.3920062482,-0.5746259689,0.3375927508,8.8995199203,-0.3600006104,37.7400054932,-32.2799987793,0.0199951008,22.9200000763,-108.5400009155,440.8800048828
568,301752864264173,-0.3812739849,0.2012904882,0.3846758902,0.3495641351,0.1149251908,8.0998315811,-0.2399997711,37.8000030518,-32.6400146484,0.0199950654,22.9200000763,-108.5400009155,440.8800048828
569,301752884259273,-0.5480402112,0.5574249029,0.1782034338,1.7861289978,-0.1125309169,8.7031888962,0.2399997711,37.9200057983,-33.0000000000,0.0199951008,22.9200000763,-108.5400009155,440.8800048828
570,301752904254406,-0.5284925103,0.6777653694,-0.0282690115,1.4293820858,0.3735068738,9.1820440292,1.3199996948,37.9800033569,-32.5200195313,0.0199951325,22.9200000763,-108.5400009155,440.8800048828
571,301752924249539,-0.5700313449,0.3827174604,-0.0740839019,0.6081457734,-0.4956148863,9.4885110855,1.3199996948,37.9800033569,-32.5200195313,0.0199951325,22.9200000763,-108.5400009155,440.8800048828
572,301752944244672,-0.4032651186,0.5751399994,-0.1064597666,0.6081457734,-0.4956148863,9.4885110855,2.2199993134,38.7000045776,-30.8400268555,0.0199951325,22.9200000763,-108.5400009155,440.8800048828
573,301752964239805,-0.1473125964,0.6514981985,-0.0869120732,0.7829278708,-0.2130904645,9.1533126831,2.2199993134,38.7000045776,-30.8400268555,0.0199951325,22.9200000763,-108.5400009155,440.8800048828
574,301752984234905,-0.1680820137,0.5690313578,-0.2194698304,0.7829278708,-0.2130904645,9.1533126831,3.1199989319,38.8199996948,-31.6800231934,0.0199951008,22.9200000763,-108.5400009155,440.8800048828
575,301753004230005,-0.4570212662,0.5354337692,-0.2182480991,0.1316851079,-0.3782954216,8.2410936356,3.8400001526,38.8199996948,-31.5000000000,0.0199951008,22.9200000763,-108.5400009155,440.8800048828
576,301753024225071,-0.3886043727,0.6111810207,-0.3446972370,0.0215484723,-1.3120626211,9.1844377518,3.2999992371,39.3000030518,-30.6000061035,0.0199950654,22.9200000763,-108.5400009155,440.8800048828
577,301753044220171,0.8862714171,0.7541235685,-0.2200807035,1.3814965487,-0.1723877788,16.7958374023,2.5199985504,39.6600036621,-29.8200073242,0.0199951008,22.9200000763,-108.5400009155,440.8800048828
578,301753064215304,0.5845039487,0.0888912827,0.0584738553,-1.9633053541,-1.3910737038,10.3265075684,2.3999996185,39.3000030518,-30.2400207520,0.0199951325,22.9200000763,-108.5400009155,440.8800048828
579,301753084210437,0.0359469801,0.1133258864,0.2997655869,-2.6839821339,-1.2976969481,8.5379838943,2.3999996185,39.3000030518,-30.2400207520,0.0199951325,22.9200000763,-108.5400009155,440.8800048828
580,301753104205570,-0.1418148130,-0.1682829857,0.5557181835,-2.6839821339,-1.2976969481,8.5379838943,4.5000000000,39.3600006104,-30.9600219727,0.0199951325,22.9200000763,-108.5400009155,440.8800048828
581,301753124200703,-0.0233069528,0.1200454086,0.9039114118,-2.6744048595,-1.3072741032,10.6593112946,4.0799999237,39.8400039673,-30.3000183105,0.0199951325,22.9200000763,-108.5400009155,440.8800048828
582,301753144195836,-0.1772449911,0.7131955624,1.2233937979,-1.8028889894,-1.4844503403,9.7279386520,4.0799999237,39.8400039673,-30.3000183105,0.0199951325,22.9200000763,-108.5400009155,440.8800048828
583,301753164190936,-0.2817029655,0.6099593639,1.1054968834,-1.8028889894,-1.4844503403,9.7279386520,5.5199985504,39.4800033569,-30.3000183105,0.0199951008,22.9200000763,-108.5400009155,440.8800048828
584,301753184186036,-0.5535379648,0.3595045805,0.8648160100,0.3782954216,0.4022381604,9.2251405716,5.5199985504,39.4800033569,-30.3000183105,0.0199951008,22.9200000763,-108.5400009155,440.8800048828
585,301753204181136,-0.6121810675,-0.1578983068,0.6668956280,0.3782954216,0.4022381604,9.2251405716,8.4600009918,40.1399993896,-28.8000183105,0.0199951008,22.7999992371,-108.6599960327,441.0000000000
586,301753224176236,-0.7557343841,-0.4016335309,2.1696240902,-4.7765784264,4.4533510208,10.5779056549,8.9400005341,40.0799942017,-28.5599975586,0.0199951008,22.7999992371,-108.6599960327,441.0000000000
587,301753244171369,-1.1552402973,0.2446619123,3.7432129383,-4.5922188759,-0.5339232683,6.4836959839,8.9400005341,40.0799942017,-28.5599975586,0.0199951325,22.7999992371,-108.6599960327,441.0000000000
588,301753264166502,-1.8705635071,1.4059168100,4.7181539536,-4.9992456436,-1.4748733044,7.5994281769,9.4799995422,39.8999938965,-27.9600219727,0.0199951325,22.7999992371,-108.6599960327,441.0000000000
589,301753284161635,-2.8791017532,0.9990804195,4.3858432770,-4.9992456436,-1.4748733044,7.5994281769,17.7599983215,39.4199981689,-26.4000244141,0.0199951325,22.7999992371,-108.6599960327,441.0000000000
590,301753304156768,-3.6860549450,0.2416075915,3.2166473866,-5.0662856102,-2.6265194416,9.8596239090,21.9599990845,39.5999984741,-22.9200134277,0.0199951325,22.7999992371,-108.6599960327,441.0000000000
591,301753324151868,-4.5803613663,0.6728783846,1.4158164263,-1.6616266966,-6.3256740570,9.7518815994,24.7799987793,39.0599975586,-19.9200134277,0.0199951008,22.7999992371,-108.6599960327,441.0000000000
592,301753344146968,-4.0611262321,-0.5677888393,1.0486863852,-2.1452703476,-6.0551209450,9.9913091660,26.2200012207,39.2999954224,-16.9200134277,0.0199951008,22.7999992371,-108.6599960327,441.0000000000
593,301753364142068,-1.7080732584,-0.7186726332,1.7695072889,-3.7135202885,-4.1133642197,16.8461170197,27.3600006104,40.3799972534,-13.4400024414,0.0199951008,22.7999992371,-108.6599960327,441.0000000000
594,301753384137168,0.7213377953,0.2581009567,3.6326463223,-7.1014189720,-4.9872746468,15.0240745544,29.0400009155,40.1999969482,-12.1800231934,0.0199951008,22.7999992371,-108.6599960327,441.0000000000
595,301753404132301,1.8532711267,1.4462339878,6.0993204117,-8.0639171600,-5.4637351036,13.6497602463,32.3399963379,37.7999954224,-12.1799926758,0.0199951325,22.7399997711,-108.6599960327,441.1199951172
596,301753424127434,1.8691534996,2.6172626019,7.8127970695,-7.3360581398,-7.2546525002,10.7598705292,36.9599990845,33.5999984741,-11.6400146484,0.0199951325,22.7399997711,-108.6599960327,441.1199951172
597,301753444122567,1.6351922750,2.6899554729,8.7034387589,-7.5132341385,-7.5371770859,10.3265075684,36.9599990845,33.5999984741,-11.6400146484,0.0199951325,22.7399997711,-108.6599960327,441.1199951172
598,301753464117733,2.1806950569,2.3808574677,9.0375823975,-7.6305537224,-5.5690832138,12.6202220917,46.5000000000,18.4199981689,-9.0000000000,0.0199951660,22.6800003052,-108.5999984741,441.2399902344
599,301753484112866,3.7603926659,2.2990016937,8.9031915665,-5.2697987556,-5.0614967346,12.3376979828,49.8600006104,7.6800003052,-7.6199951172,0.0199951325,22.6800003052,-108.5999984741,441.2399902344
600,301753504107966,5.3156552315,2.3466491699,9.5232200623,-6.7638263702,-4.0223817825,13.6641263962,50.8799972534,-2.8799972534,-4.7999877930,0.0199951008,22.6800003052,-108.5999984741,441.2399902344
601,301753524103066,6.3535151482,2.3087754250,10.5855140686,-9.7135725021,-1.6017698050,12.4095258713,49.9199981689,-12.5400009155,-1.8599853516,0.0199951008,22.6800003052,-108.5999984741,441.2399902344
602,301753544098166,6.5386071205,2.8609976768,10.7333440781,-8.9138851166,-0.4716721475,10.1469364166,45.9599990845,-22.9199905396,3.5400085449,0.0199951008,22.6800003052,-108.5400009155,441.2999877930
603,301753564093266,4.8043608665,1.8292464018,9.5769758224,-6.5962271690,-0.5554717779,8.6720638275,39.6599960327,-31.6200027466,9.6600036621,0.0199951008,22.7399997711,-108.5400009155,441.2999877930
604,301753584088399,2.7726235390,1.6093349457,8.5000200272,-4.1349124908,-0.3256213665,5.1668448448,32.5200004578,-37.7399978638,13.2600097656,0.0199951325,22.7999992371,-108.5999984741,441.2399902344
605,301753604083532,2.1580929756,1.4077492952,8.2868280411,-4.0032277107,2.8731298447,4.9010806084,25.4399986267,-41.5799942017,16.9200134277,0.0199951325,22.7999992371,-108.6599960327,441.2999877930
606,301753624078698,3.0475127697,1.5842894316,9.0724010468,-4.5275735855,2.3990633488,7.4677429199,17.7000007629,-44.4599990845,20.2200012207,0.0199951660,22.7999992371,-108.6599960327,441.2999877930
607,301753644073831,5.4567646980,1.6191086769,11.2305879593,-5.2219133377,0.6943396926,10.6281862259,9.0599994659,-45.8999938965,23.2200012207,0.0199951325,22.6800003052,-108.8399963379,441.2399902344
608,301753664068931,7.1794052124,0.9905283451,12.4449882507,-3.6632404327,-1.4844503403,11.5284328461,-0.0599994659,-44.7600021362,26.8200073242,0.0199951008,22.5599994659,-109.0799942017,441.2999877930
609,301753684064031,8.0828742981,0.8317034245,12.3661861420,0.3998439014,-3.5674693584,8.8133258820,-9.4799995422,-39.3000030518,30.8399963379,0.0199951008,22.5599994659,-109.1999969482,441.2999877930
610,301753704059131,8.2991209030,0.9062290192,11.4627170563,4.9202346802,-4.8316464424,4.0989985466,-17.3999996185,-29.7600097656,35.4599914551,0.0199951008,22.5599994659,-109.2599945068,441.2999877930
611,301753724054231,8.0199556351,-0.0039602369,9.8457565308,8.1836309433,-7.9250497818,0.8140534163,-23.3999996185,-18.4800033569,39.2999877930,0.0199951008,22.5599994659,-109.2599945068,441.2999877930
612,301753744049364,7.7536182404,-2.0607435703,7.7388825417,8.1836309433,-7.9250497818,0.8140534163,-26.0999984741,-7.2600021362,40.7399902344,0.0199951325,22.5599994659,-109.2599945068,441.2999877930
613,301753764044497,7.3125734329,-3.0772233009,6.7755484581,4.4174370766,-7.9394154549,-0.5435003638,-25.5000000000,2.8799972534,42.1199951172,0.0199951325,22.6800003052,-109.1999969482,441.2999877930
614,301753784039630,6.5593767166,-3.8414156437,7.0583786964,-0.2298503816,-7.6544966698,-5.6026029587,-22.0200004578,12.2999954224,43.2000122070,0.0199951325,22.6800003052,-109.1999969482,441.2999877930
615,301753804034763,5.7707495689,-3.1102101803,7.1762757301,2.7773587704,-13.6545495987,-5.8970990181,-22.0200004578,12.2999954224,43.2000122070,0.0199951325,22.6800003052,-109.1999969482,441.2999877930
616,301753824029863,5.5172405243,-2.1920795441,7.2727923393,2.7773587704,-13.6545495987,-5.8970990181,-11.2799997330,27.8399963379,40.6199951172,0.0199951008,22.7399997711,-109.2599945068,441.2399902344
617,301753844024963,6.4133801460,-2.7510213852,7.4163455963,2.0614705086,-14.6697216034,0.4357580245,-11.2799997330,27.8399963379,40.6199951172,0.0199951008,22.7399997711,-109.2599945068,441.2399902344
618,301753864020063,7.3174605370,-3.2452113628,7.2104840279,3.3088877201,-14.5380363464,-1.5874042511,-5.3999996185,33.4800033569,38.2200012207,0.0199951008,22.7399997711,-109.3199996948,441.2399902344
619,301753884015163,7.2643151283,-2.8976290226,6.8592367172,3.3088877201,-14.5380363464,-1.5874042511,9.0000000000,41.8799972534,28.1999816895,0.0199951008,22.7399997711,-109.3799972534,441.1799926758
620,301753904010263,5.8813166618,-2.6319024563,6.8470191956,2.8755240440,-12.0647506714,-5.8109049797,15.9600009918,44.5199966431,22.2000122070,0.0199951008,22.8599987030,-109.3799972534,441.1799926758
621,301753924005396,3.1971747875,-2.8811357021,6.7859330177,1.7885233164,-7.5347828865,-10.7838134766,22.5599975586,44.9399948120,17.7600097656,0.0199951325,22.9799995422,-109.1999969482,441.2999877930
622,301753944000529,-0.5022252798,-4.0265078545,6.1335287094,2.4756801128,-6.0599093437,-13.7527141571,28.5599994659,41.8799972534,14.6400146484,0.0199951325,23.2199993134,-108.9599990845,441.3599853516
623,301753963995662,-4.3183007240,-6.0240368843,6.0773291588,-3.2801563740,-9.2275352478,-14.4614200592,33.8400001526,37.5599975586,11.2200012207,0.0199951325,23.2799987793,-108.8999938965,441.3599853516
624,301753983990795,-7.7666349411,-8.6000566483,6.9508666992,-8.9617710114,-13.5204696655,-14.6816930771,38.8800010681,31.0799942017,8.3399963379,0.0199951325,23.2799987793,-108.8999938965,441.3599853516
625,301754003985895,-8.9767589569,-9.0472097397,7.5690617561,-9.5316076279,-16.8317527771,-16.6928844452,43.1399993896,23.5199966431,6.2999877930,0.0199951008,23.2799987793,-108.8999938965,441.2999877930
626,301754023980995,-9.2418746948,-9.3037729263,7.6894025803,-4.1109700203,-17.9019927979,-23.6961383820,43.1399993896,23.5199966431,6.2999877930,0.0199951008,23.2799987793,-108.8999938965,441.2999877930
627,301754043976095,-9.2742509842,-9.1571645737,7.5049214363,-1.0439038277,-17.7224216461,-22.9012393951,46.0800018311,15.4799957275,1.4400024414,0.0199951008,23.2799987793,-108.8999938965,441.2999877930
628,301754063971195,-9.3622150421,-8.3343296051,6.7279009819,-1.0439038277,-17.7224216461,-22.9012393951,45.6599960327,3.5999984741,-13.9800109863,0.0199951008,23.2799987793,-108.8999938965,441.2999877930
629,301754083966328,-9.7568340302,-7.6819252968,6.0877137184,-1.9489396811,-15.0288629532,-18.8788566589,42.4200019836,0.3600006104,-22.6799926758,0.0199951325,22.9799995422,-108.8399963379,441.4199829102
630,301754103961461,-9.9920177460,-6.8743615150,6.3161778450,-10.7622652054,-9.6656875610,-11.9641914368,42.4200019836,0.3600006104,-22.6799926758,0.0199951325,22.9799995422,-108.8399963379,441.4199829102
631,301754123956594,-9.7342319489,-6.2421159744,6.8396887779,-10.7622652054,-9.6656875610,-11.9641914368,34.5599975586,1.6200027466,-33.8399963379,0.0199951325,22.9200000763,-108.7200012207,441.7799987793
