sn,ts,gx,gy,gz,ax,ay,az,mx,my,mz,dt,mbx,mby,mbz
1419,301769892105831,-0.0018411479,-0.0008558258,-0.0002382370,-0.0359141231,0.1939362586,9.8931436539,44.7599945068,-0.1800003052,-106.2600097656,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1420,301769912100931,-0.0012302822,0.0003659055,-0.0002382370,-0.0550683215,0.1819648892,9.8979320526,44.7599945068,-0.1800003052,-106.2600097656,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1421,301769932096031,-0.0012302822,-0.0008558258,0.0003726287,-0.0550683215,0.1819648892,9.8979320526,44.8199996948,1.0200042725,-105.9599914551,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1422,301769952091164,-0.0006194171,-0.0014666840,-0.0002382370,-0.0287312977,0.1723877788,9.8859605789,45.2399978638,0.5400009155,-105.8999938965,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1423,301769972086297,-0.0000085519,-0.0008558258,-0.0008491026,-0.0263370238,0.1915419847,9.8835668564,45.0000000000,0.3000030518,-106.2000122070,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1424,301769992081430,0.0012131785,-0.0014666840,-0.0008491026,-0.0335198492,0.1867534369,9.8907489777,45.2399978638,0.3000030518,-105.8999938965,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1425,301770012076563,0.0024349093,0.0009767711,-0.0002382370,-0.0335198492,0.1675992310,9.8979320526,45.4199981689,-0.1200027466,-105.4800109863,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1426,301770032071696,0.0006023136,-0.0002449527,-0.0008491026,-0.0478854962,0.2011190802,9.8811721802,45.4199981689,-0.1200027466,-105.4800109863,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1427,301770052066796,-0.0006194171,0.0003659055,-0.0002382370,-0.0478854962,0.2011190802,9.8811721802,44.2199935913,0.1800003052,-106.0200195313,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1428,301770072061896,-0.0006194171,0.0009767711,-0.0008491026,-0.0790110677,0.1987248063,9.8907489777,45.0599975586,-0.4199981689,-106.5599975586,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1429,301770092056996,-0.0024520126,-0.0002449527,0.0003726287,-0.0622511432,0.1963305324,9.9051151276,46.1399993896,-1.1999969482,-107.2799987793,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1430,301770112052096,-0.0006194171,-0.0002449527,-0.0002382370,-0.0407026708,0.1795706153,9.8811721802,46.1399993896,-1.1999969482,-107.2799987793,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1431,301770132047229,-0.0006194171,-0.0014666840,0.0003726287,-0.0359141231,0.1699935049,9.8787775040,45.7199935913,-0.9000015259,-107.2200012207,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1432,301770152042362,-0.0006194171,-0.0002449527,-0.0002382370,-0.0239427481,0.1771763414,9.8883552551,44.6999969482,-0.1800003052,-107.0400085449,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1433,301770172037495,0.0006023136,0.0003659055,-0.0002382370,-0.0239427481,0.1771763414,9.8883552551,45.7799987793,-0.7200012207,-106.6199951172,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1434,301770192032628,0.0006023136,0.0003659055,-0.0002382370,-0.0335198492,0.1699935049,9.8907489777,45.7799987793,-0.7200012207,-106.6199951172,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1435,301770212027728,-0.0006194171,0.0009767711,-0.0002382370,-0.0335198492,0.1699935049,9.8907489777,45.0599975586,0.3000030518,-105.6000061035,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1436,301770232022828,0.0006023136,-0.0008558258,-0.0008491026,-0.0622511432,0.1652049571,9.8931436539,45.1800003052,0.5400009155,-105.8999938965,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1437,301770252017928,0.0018240439,-0.0026884228,-0.0008491026,-0.0478854962,0.1867534369,9.8835668564,45.1800003052,0.5400009155,-105.8999938965,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1438,301770272013028,0.0006023136,-0.0032992810,-0.0002382370,-0.0478854962,0.1867534369,9.8835668564,44.7599945068,0.4800033569,-105.7799987793,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1439,301770292008161,0.0024349093,-0.0045210123,-0.0008491026,-0.0119713740,0.2035133541,9.9099035263,45.1800003052,0.1800003052,-106.5000000000,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1440,301770312003294,0.0012131785,-0.0014666840,0.0003726287,-0.0047885496,0.1963305324,9.8931436539,45.0599975586,0.1800003052,-106.2000122070,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1441,301770331998427,-0.0006194171,0.0015876442,0.0003726287,0.0047885496,0.2154847383,9.9170866013,45.2399978638,0.3600006104,-106.2000122070,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1442,301770352026893,-0.0012302822,0.0040310994,0.0009834925,-0.0143656489,0.2274561077,9.8979320526,45.0599975586,0.2399978638,-105.8399963379,0.0200284664,23.5799999237,-108.4199981689,443.2799987793
1443,301770372055359,-0.0036737439,0.0021985024,0.0003726287,-0.0574625954,0.2154847383,9.8931436539,45.2999954224,0.3600006104,-105.8399963379,0.0200284664,23.5799999237,-108.4199981689,443.2799987793
1444,301770392083792,-0.0030628778,0.0003659055,-0.0002382370,-0.0814053416,0.1843591630,9.8715953827,45.4199981689,0.3000030518,-105.6000061035,0.0200284328,23.5799999237,-108.4199981689,443.2799987793
1445,301770412112225,-0.0012302822,-0.0026884228,0.0003726287,-0.0790110677,0.1484450400,9.8955373764,45.2999954224,0.4199981689,-105.1799926758,0.0200284328,23.5799999237,-108.4199981689,443.2799987793
1446,301770432140658,0.0012131785,-0.0039101467,-0.0002382370,-0.0814053416,0.1364736706,9.8763837814,45.2999954224,0.1800003052,-105.6600036621,0.0200284328,23.5799999237,-108.4199981689,443.2799987793
1447,301770452169091,0.0030457745,-0.0032992810,-0.0002382370,-0.0574625954,0.1771763414,9.8835668564,45.4199981689,-0.4199981689,-106.2600097656,0.0200284328,23.5799999237,-108.4199981689,443.2799987793
1448,301770472197524,0.0030457745,-0.0008558258,0.0003726287,-0.0359141231,0.1747820675,9.8931436539,45.9599990845,-0.6599960327,-106.5599975586,0.0200284328,23.5799999237,-108.4199981689,443.2799987793
1449,301770492225957,0.0024349093,0.0009767711,0.0003726287,-0.0287312977,0.2083019018,9.8931436539,45.7799987793,-0.7200012207,-107.1000061035,0.0200284328,23.5799999237,-108.4199981689,443.2799987793
1450,301770512254423,-0.0012302822,0.0003659055,-0.0002382370,-0.0430969447,0.2178790122,9.8955373764,45.5999984741,-0.4199981689,-106.5000000000,0.0200284664,23.5799999237,-108.4199981689,443.2799987793
1451,301770532282889,-0.0012302822,0.0009767711,-0.0008491026,-0.0598568693,0.2250618339,9.8883552551,45.5999984741,-0.4199981689,-106.5000000000,0.0200284664,23.5799999237,-108.4199981689,443.2799987793
1452,301770552311322,-0.0024520126,-0.0008558258,-0.0008491026,-0.0598568693,0.2250618339,9.8883552551,46.1399993896,-0.7200012207,-106.4400024414,0.0200284328,23.5799999237,-108.4199981689,443.2799987793
